Beach Name,Measurement Timestamp,Water Temperature,Wave Height
Ohio Street Beach,07/26/2015 03:00:00 AM,22.2,0.098
Calumet Beach,07/26/2015 05:00:00 AM,22.9,0.096
63rd Street Beach,07/26/2015 05:00:00 AM,22,0.129
Montrose Beach,07/26/2015 05:00:00 AM,19.9,0.15
Osterman Beach,07/26/2015 05:00:00 AM,19.5,0.131
Ohio Street Beach,07/26/2015 04:00:00 AM,22.1,0.09
Calumet Beach,07/26/2015 06:00:00 AM,22.8,0.099
63rd Street Beach,07/26/2015 06:00:00 AM,21.9,0.134
Montrose Beach,07/26/2015 06:00:00 AM,19.7,0.16
Osterman Beach,07/26/2015 06:00:00 AM,19.4,0.135
Ohio Street Beach,07/26/2015 05:00:00 AM,22,0.092
Calumet Beach,07/26/2015 08:00:00 AM,22.9,0.095
63rd Street Beach,07/26/2015 08:00:00 AM,22,0.147
Montrose Beach,07/26/2015 08:00:00 AM,19.9,0.184
Osterman Beach,07/26/2015 08:00:00 AM,19.7,0.154
Ohio Street Beach,07/26/2015 07:00:00 AM,21.9,0.092
Calumet Beach,07/26/2015 10:00:00 AM,23.4,0.104
63rd Street Beach,07/26/2015 10:00:00 AM,22.8,0.138
Montrose Beach,07/26/2015 10:00:00 AM,20.6,0.196
Osterman Beach,07/26/2015 10:00:00 AM,20.1,0.159
Ohio Street Beach,07/26/2015 09:00:00 AM,22.3,0.112
Calumet Beach,07/26/2015 11:00:00 AM,23.6,0.108
63rd Street Beach,07/26/2015 11:00:00 AM,22.9,0.147
Montrose Beach,07/26/2015 11:00:00 AM,20.6,0.225
Osterman Beach,07/26/2015 11:00:00 AM,20.7,0.187
Ohio Street Beach,07/26/2015 10:00:00 AM,22.8,0.147
Calumet Beach,07/26/2015 12:00:00 PM,23.6,0.142
63rd Street Beach,07/26/2015 12:00:00 PM,22.8,0.19
Montrose Beach,07/26/2015 12:00:00 PM,20.5,0.217
Osterman Beach,07/26/2015 12:00:00 PM,20.4,0.183
Ohio Street Beach,07/26/2015 11:00:00 AM,22.8,0.171
Calumet Beach,07/26/2015 01:00:00 PM,23.9,0.143
63rd Street Beach,07/26/2015 01:00:00 PM,22.9,0.158
Montrose Beach,07/26/2015 01:00:00 PM,20.7,0.216
Osterman Beach,07/26/2015 01:00:00 PM,20.6,0.194
Ohio Street Beach,07/26/2015 12:00:00 PM,23,0.144
Calumet Beach,07/27/2015 06:00:00 AM,23,0.127
63rd Street Beach,07/27/2015 06:00:00 AM,22.8,0.174
Montrose Beach,07/27/2015 06:00:00 AM,20.4,0.229
Osterman Beach,07/27/2015 06:00:00 AM,21.3,0.19
Ohio Street Beach,07/27/2015 05:00:00 AM,21.9,0.126
Calumet Beach,07/27/2015 02:00:00 PM,24.5,0.15
63rd Street Beach,07/27/2015 02:00:00 PM,24.5,0.196
Montrose Beach,07/27/2015 02:00:00 PM,22.4,0.207
Osterman Beach,07/27/2015 02:00:00 PM,23.8,0.186
Ohio Street Beach,07/27/2015 02:00:00 PM,24.2,0.122
Calumet Beach,07/26/2015 02:00:00 PM,23.7,0.147
63rd Street Beach,07/26/2015 02:00:00 PM,23,0.157
Montrose Beach,07/26/2015 02:00:00 PM,21.2,0.219
Osterman Beach,07/26/2015 02:00:00 PM,20.7,0.214
Ohio Street Beach,07/26/2015 01:00:00 PM,22.9,0.178
Calumet Beach,07/26/2015 03:00:00 PM,23.7,0.155
63rd Street Beach,07/26/2015 03:00:00 PM,23.1,0.197
Montrose Beach,07/26/2015 03:00:00 PM,21.2,0.23
Osterman Beach,07/26/2015 03:00:00 PM,20.9,0.206
Ohio Street Beach,07/26/2015 02:00:00 PM,22.9,0.156
Calumet Beach,07/26/2015 04:00:00 PM,23.7,0.137
63rd Street Beach,07/26/2015 04:00:00 PM,23.2,0.212
Montrose Beach,07/26/2015 04:00:00 PM,20.8,0.21
Osterman Beach,07/26/2015 04:00:00 PM,20.8,0.195
Ohio Street Beach,07/26/2015 03:00:00 PM,22.9,0.171
Calumet Beach,07/27/2015 03:00:00 AM,23.2,0.154
63rd Street Beach,07/27/2015 03:00:00 AM,22.9,0.197
Montrose Beach,07/27/2015 03:00:00 AM,20.4,0.279
Osterman Beach,07/27/2015 03:00:00 AM,21.2,0.22
Ohio Street Beach,07/27/2015 02:00:00 AM,22.2,0.158
Calumet Beach,06/16/2016 12:00:00 PM,20.2,0.153
Montrose Beach,06/16/2016 12:00:00 PM,18.6,0.275
Ohio Street Beach,06/16/2016 12:00:00 PM,18.8,0.225
Calumet Beach,06/17/2016 09:00:00 AM,19.3,0.17
Montrose Beach,06/17/2016 09:00:00 AM,17.9,0.345
Ohio Street Beach,06/17/2016 09:00:00 AM,18.2,0.222
Calumet Beach,07/25/2016 03:00:00 AM,20,0.096
Montrose Beach,07/25/2016 03:00:00 AM,15.7,0.096
Calumet Beach,07/26/2015 05:00:00 PM,23.9,0.144
63rd Street Beach,07/26/2015 05:00:00 PM,23.2,0.198
Montrose Beach,07/26/2015 05:00:00 PM,21,0.214
Osterman Beach,07/26/2015 05:00:00 PM,21.2,0.18
Ohio Street Beach,07/26/2015 04:00:00 PM,22.8,0.158
Calumet Beach,07/26/2015 06:00:00 PM,24,0.149
63rd Street Beach,07/26/2015 06:00:00 PM,23.2,0.187
Montrose Beach,07/26/2015 06:00:00 PM,21.2,0.21
Osterman Beach,07/26/2015 06:00:00 PM,21.3,0.173
Ohio Street Beach,07/26/2015 05:00:00 PM,23,0.147
Calumet Beach,06/16/2016 01:00:00 PM,20.4,0.155
Montrose Beach,06/16/2016 01:00:00 PM,18.7,0.267
Ohio Street Beach,06/16/2016 01:00:00 PM,19.1,0.167
Calumet Beach,06/16/2016 02:00:00 PM,20.3,0.163
Montrose Beach,06/16/2016 02:00:00 PM,18.7,0.319
Ohio Street Beach,06/16/2016 02:00:00 PM,19,0.176
Calumet Beach,06/16/2016 03:00:00 PM,20.3,0.187
Montrose Beach,06/16/2016 03:00:00 PM,18.7,0.393
Ohio Street Beach,06/16/2016 03:00:00 PM,19.1,0.233
Calumet Beach,06/16/2016 04:00:00 PM,20.3,0.192
Montrose Beach,06/16/2016 04:00:00 PM,18.8,0.422
Ohio Street Beach,06/16/2016 04:00:00 PM,19.3,0.294
Calumet Beach,06/16/2016 05:00:00 PM,20.3,0.218
Montrose Beach,06/16/2016 05:00:00 PM,18.8,0.486
Ohio Street Beach,06/16/2016 05:00:00 PM,19.2,0.296
Calumet Beach,06/16/2016 06:00:00 PM,20.2,0.233
Montrose Beach,06/16/2016 06:00:00 PM,18.8,0.546
Ohio Street Beach,06/16/2016 06:00:00 PM,18.4,0.3
Calumet Beach,06/16/2016 08:00:00 PM,20,0.27
Montrose Beach,06/16/2016 08:00:00 PM,18.7,0.542
Ohio Street Beach,06/16/2016 08:00:00 PM,18.2,0.337
Calumet Beach,06/16/2016 09:00:00 PM,19.8,0.258
Calumet Beach,07/26/2015 08:00:00 PM,23.7,0.134
63rd Street Beach,07/26/2015 08:00:00 PM,23.1,0.165
Montrose Beach,07/26/2015 08:00:00 PM,20.9,0.184
Osterman Beach,07/26/2015 08:00:00 PM,21,0.159
Ohio Street Beach,07/26/2015 07:00:00 PM,22.7,0.13
Calumet Beach,07/27/2015 05:00:00 PM,25.3,0.16
Montrose Beach,06/16/2016 09:00:00 PM,18.5,0.533
Montrose Beach,07/27/2015 05:00:00 PM,24,0.22
Osterman Beach,07/27/2015 05:00:00 PM,25,0.2
Ohio Street Beach,07/27/2015 05:00:00 PM,25,0.148
Ohio Street Beach,06/16/2016 09:00:00 PM,18.2,0.329
63rd Street Beach,07/27/2015 05:00:00 PM,25.6,0.211
Calumet Beach,06/17/2016 03:00:00 AM,19.3,0.21
Montrose Beach,06/17/2016 03:00:00 AM,17.9,0.418
Ohio Street Beach,06/17/2016 03:00:00 AM,17.9,0.268
Calumet Beach,07/25/2016 04:00:00 AM,20,0.099
Montrose Beach,07/25/2016 04:00:00 AM,15.9,0.1
Calumet Beach,8/6/2016 8:00,23.9,0.233
Montrose Beach,8/6/2016 8:00,22.8,0.307
Ohio Street Beach,8/6/2016 8:00,24.2,0.22
Calumet Beach,8/6/2016 14:00,25,0.241
Montrose Beach,8/6/2016 14:00,24,0.327
Ohio Street Beach,8/6/2016 14:00,25.9,0.204
Calumet Beach,08/13/2016 03:00:00 AM,23.6,0.134
Montrose Beach,08/13/2016 03:00:00 AM,21.5,0.145
Ohio Street Beach,08/13/2016 03:00:00 AM,23.9,0.12
Calumet Beach,08/13/2016 04:00:00 AM,23.6,0.103
Montrose Beach,08/13/2016 04:00:00 AM,21.6,0.151
Ohio Street Beach,08/13/2016 04:00:00 AM,23.9,0.115
Calumet Beach,08/13/2016 05:00:00 AM,23.6,0.101
Montrose Beach,08/13/2016 05:00:00 AM,21.8,0.129
Ohio Street Beach,07/26/2015 09:00:00 PM,22.5,0.121
Calumet Beach,06/16/2016 10:00:00 PM,19.7,0.248
Montrose Beach,06/16/2016 10:00:00 PM,18.4,0.531
Ohio Street Beach,06/16/2016 10:00:00 PM,18.2,0.37
Calumet Beach,06/16/2016 11:00:00 PM,19.5,0.24
Montrose Beach,06/16/2016 11:00:00 PM,18.2,0.497
Ohio Street Beach,06/16/2016 11:00:00 PM,18.1,0.307
Calumet Beach,06/17/2016 12:00:00 AM,19.5,0.249
Montrose Beach,06/17/2016 12:00:00 AM,18.2,0.487
Ohio Street Beach,06/17/2016 12:00:00 AM,18,0.284
Calumet Beach,06/17/2016 01:00:00 AM,19.4,0.239
Montrose Beach,06/17/2016 01:00:00 AM,18.2,0.457
Ohio Street Beach,06/17/2016 01:00:00 AM,18,0.304
Calumet Beach,06/17/2016 04:00:00 AM,19.2,0.199
Montrose Beach,06/17/2016 04:00:00 AM,17.8,0.413
Ohio Street Beach,06/17/2016 04:00:00 AM,17.9,0.28
Calumet Beach,06/17/2016 05:00:00 AM,19.2,0.207
Montrose Beach,06/17/2016 05:00:00 AM,17.7,0.404
Ohio Street Beach,06/17/2016 05:00:00 AM,17.8,0.259
Calumet Beach,06/17/2016 06:00:00 AM,19.2,0.199
Montrose Beach,06/17/2016 06:00:00 AM,17.7,0.372
Ohio Street Beach,06/17/2016 06:00:00 AM,17.9,0.239
Calumet Beach,06/17/2016 07:00:00 AM,19.1,0.173
Montrose Beach,06/17/2016 07:00:00 AM,17.6,0.368
Ohio Street Beach,06/17/2016 07:00:00 AM,17.9,0.245
Calumet Beach,06/17/2016 08:00:00 AM,19.2,0.18
Montrose Beach,06/17/2016 08:00:00 AM,17.8,0.367
Ohio Street Beach,06/17/2016 08:00:00 AM,18.1,0.235
Calumet Beach,06/17/2016 10:00:00 AM,19.5,0.172
Montrose Beach,06/17/2016 10:00:00 AM,18.1,0.377
Ohio Street Beach,06/17/2016 10:00:00 AM,18.4,0.243
Calumet Beach,06/17/2016 11:00:00 AM,19.6,0.168
Calumet Beach,07/26/2015 11:00:00 PM,23.5,0.136
63rd Street Beach,07/26/2015 11:00:00 PM,23.1,0.188
Montrose Beach,07/26/2015 11:00:00 PM,20.6,0.218
Osterman Beach,07/26/2015 11:00:00 PM,21.1,0.192
Ohio Street Beach,07/26/2015 10:00:00 PM,22.5,0.124
Calumet Beach,07/27/2015 02:00:00 AM,23.3,0.159
63rd Street Beach,07/27/2015 02:00:00 AM,23,0.213
Montrose Beach,07/27/2015 02:00:00 AM,20.5,0.25
Osterman Beach,07/27/2015 02:00:00 AM,21.1,0.233
Ohio Street Beach,07/27/2015 01:00:00 AM,22.2,0.143
Calumet Beach,07/27/2015 11:00:00 AM,23.8,0.136
63rd Street Beach,07/27/2015 11:00:00 AM,23.5,0.182
Montrose Beach,07/27/2015 11:00:00 AM,21.6,0.204
Osterman Beach,07/27/2015 11:00:00 AM,22.6,0.185
Ohio Street Beach,07/27/2015 11:00:00 AM,22.8,0.124
Montrose Beach,06/17/2016 11:00:00 AM,18.3,0.346
Ohio Street Beach,06/17/2016 11:00:00 AM,18.7,0.234
Calumet Beach,07/25/2016 05:00:00 AM,19.9,0.106
Montrose Beach,07/25/2016 05:00:00 AM,15.6,0.095
Calumet Beach,07/25/2016 06:00:00 AM,19.7,0.132
Montrose Beach,07/25/2016 06:00:00 AM,15.4,0.099
Calumet Beach,07/25/2016 07:00:00 AM,19.7,0.115
Montrose Beach,07/25/2016 07:00:00 AM,15.4,0.107
Calumet Beach,07/25/2016 08:00:00 AM,19.6,0.107
Montrose Beach,07/25/2016 08:00:00 AM,15.3,0.103
Calumet Beach,07/25/2016 10:00:00 AM,19.5,0.152
Montrose Beach,07/25/2016 10:00:00 AM,15.7,0.121
Calumet Beach,07/27/2015 01:00:00 AM,23.4,0.193
63rd Street Beach,07/27/2015 01:00:00 AM,23.1,0.237
Montrose Beach,07/27/2015 01:00:00 AM,20.5,0.291
Osterman Beach,07/27/2015 01:00:00 AM,21.1,0.245
Ohio Street Beach,07/27/2015 12:00:00 AM,22.2,0.14
Calumet Beach,07/27/2015 04:00:00 AM,23.1,0.151
Montrose Beach,07/27/2015 04:00:00 AM,20.4,0.251
Osterman Beach,07/27/2015 04:00:00 AM,21.3,0.218
Ohio Street Beach,07/27/2015 03:00:00 AM,22.1,0.138
Calumet Beach,07/27/2015 05:00:00 AM,23.1,0.136
Montrose Beach,07/27/2015 05:00:00 AM,20.4,0.242
Osterman Beach,07/27/2015 05:00:00 AM,21.3,0.194
Ohio Street Beach,07/27/2015 04:00:00 AM,22,0.138
63rd Street Beach,07/27/2015 04:00:00 AM,22.9,0.19
Calumet Beach,07/27/2015 07:00:00 AM,23.1,0.125
63rd Street Beach,07/27/2015 07:00:00 AM,22.8,0.167
Montrose Beach,07/27/2015 07:00:00 AM,20.7,0.214
Osterman Beach,07/27/2015 07:00:00 AM,21.4,0.195
Ohio Street Beach,07/27/2015 07:00:00 AM,21.8,0.108
Calumet Beach,07/27/2015 08:00:00 AM,23.1,0.122
63rd Street Beach,07/27/2015 08:00:00 AM,22.9,0.161
Montrose Beach,07/27/2015 08:00:00 AM,20.8,0.22
Osterman Beach,07/27/2015 08:00:00 AM,21.7,0.185
Ohio Street Beach,07/27/2015 08:00:00 AM,21.9,0.111
Calumet Beach,07/27/2015 09:00:00 AM,23.3,0.12
63rd Street Beach,07/27/2015 09:00:00 AM,23,0.169
Montrose Beach,07/27/2015 09:00:00 AM,21,0.219
Osterman Beach,07/27/2015 09:00:00 AM,22,0.19
Ohio Street Beach,07/27/2015 09:00:00 AM,22.1,0.1
Calumet Beach,07/27/2015 10:00:00 AM,23.6,0.115
63rd Street Beach,07/27/2015 10:00:00 AM,23.2,0.2
Calumet Beach,07/28/2015 12:00:00 PM,25.1,0.164
Montrose Beach,07/27/2015 10:00:00 AM,21.3,0.209
Osterman Beach,07/27/2015 10:00:00 AM,22.4,0.185
Ohio Street Beach,07/27/2015 10:00:00 AM,22.2,0.124
Calumet Beach,07/27/2015 12:00:00 PM,24.1,0.146
63rd Street Beach,07/27/2015 12:00:00 PM,23.8,0.184
Montrose Beach,07/27/2015 12:00:00 PM,21.8,0.206
Osterman Beach,07/27/2015 12:00:00 PM,23.7,0.184
Ohio Street Beach,07/27/2015 12:00:00 PM,22.7,0.124
Calumet Beach,07/27/2015 07:00:00 PM,25.4,0.157
Montrose Beach,07/27/2015 07:00:00 PM,23.8,0.238
Osterman Beach,07/27/2015 07:00:00 PM,24.6,0.209
Ohio Street Beach,07/27/2015 07:00:00 PM,24.4,0.151
Calumet Beach,07/27/2015 08:00:00 PM,25.4,0.165
Calumet Beach,06/17/2016 12:00:00 PM,19.9,0.169
Montrose Beach,07/27/2015 08:00:00 PM,23.3,0.268
Osterman Beach,07/27/2015 08:00:00 PM,24.4,0.201
Ohio Street Beach,07/27/2015 08:00:00 PM,24.3,0.147
63rd Street Beach,07/27/2015 08:00:00 PM,26,0.212
Montrose Beach,06/17/2016 12:00:00 PM,18.6,0.338
Ohio Street Beach,06/17/2016 12:00:00 PM,19.1,0.237
Calumet Beach,06/17/2016 01:00:00 PM,20.1,0.154
Montrose Beach,06/17/2016 01:00:00 PM,18.8,0.302
Ohio Street Beach,06/17/2016 01:00:00 PM,19.6,0.216
Calumet Beach,06/17/2016 02:00:00 PM,20.2,0.152
Montrose Beach,06/17/2016 02:00:00 PM,19,0.324
Ohio Street Beach,06/17/2016 02:00:00 PM,20.7,0.217
Calumet Beach,06/17/2016 03:00:00 PM,20.4,0.151
Montrose Beach,06/17/2016 03:00:00 PM,19,0.313
Ohio Street Beach,06/17/2016 03:00:00 PM,20.8,0.223
Calumet Beach,06/17/2016 04:00:00 PM,20.3,0.155
Montrose Beach,06/17/2016 04:00:00 PM,19.2,0.33
Ohio Street Beach,06/17/2016 04:00:00 PM,21.2,0.236
Osterman Beach,07/27/2015 01:00:00 PM,23.9,0.178
Ohio Street Beach,07/27/2015 01:00:00 PM,23.8,0.135
Calumet Beach,06/17/2016 05:00:00 PM,20.8,0.148
Montrose Beach,06/17/2016 05:00:00 PM,19.4,0.319
Ohio Street Beach,06/17/2016 05:00:00 PM,21.2,0.228
Calumet Beach,06/20/2016 04:00:00 AM,19.5,0.061
Montrose Beach,06/20/2016 04:00:00 AM,18.9,0.083
Ohio Street Beach,06/20/2016 04:00:00 AM,20.2,0.08
Calumet Beach,07/25/2016 11:00:00 AM,19.6,0.168
Montrose Beach,07/25/2016 11:00:00 AM,16.8,0.126
Calumet Beach,8/6/2016 9:00,24,0.222
Montrose Beach,8/6/2016 9:00,22.9,0.321
Ohio Street Beach,8/6/2016 9:00,24.2,0.204
Calumet Beach,8/6/2016 10:00,24.2,0.218
Montrose Beach,8/6/2016 10:00,23.1,0.321
Ohio Street Beach,8/6/2016 10:00,24.4,0.199
Calumet Beach,8/6/2016 13:00,24.7,0.243
Montrose Beach,8/6/2016 13:00,23.8,0.338
Ohio Street Beach,8/6/2016 13:00,25.4,0.209
Calumet Beach,8/6/2016 15:00,25.2,0.29
Montrose Beach,8/6/2016 15:00,24.2,0.325
Ohio Street Beach,8/6/2016 15:00,26.4,0.188
Calumet Beach,8/6/2016 16:00,25.4,0.261
Montrose Beach,8/6/2016 16:00,24.3,0.315
Ohio Street Beach,8/6/2016 16:00,25.9,0.184
Calumet Beach,8/6/2016 17:00,25.4,0.259
Montrose Beach,8/6/2016 17:00,24.4,0.293
Ohio Street Beach,8/6/2016 17:00,25.8,0.174
Calumet Beach,8/6/2016 18:00,25.6,0.26
Montrose Beach,8/6/2016 18:00,24.3,0.284
Ohio Street Beach,8/6/2016 18:00,25.5,0.174
Calumet Beach,8/6/2016 20:00,25.4,0.25
Montrose Beach,8/6/2016 20:00,24.2,0.292
Calumet Beach,07/27/2015 03:00:00 PM,24.6,0.154
63rd Street Beach,07/27/2015 03:00:00 PM,24.9,0.183
Montrose Beach,07/27/2015 03:00:00 PM,23.5,0.197
Osterman Beach,07/27/2015 03:00:00 PM,24.7,0.181
Ohio Street Beach,07/27/2015 03:00:00 PM,24.5,0.131
Calumet Beach,07/27/2015 04:00:00 PM,24.8,0.163
63rd Street Beach,07/27/2015 04:00:00 PM,25.3,0.213
Montrose Beach,07/27/2015 04:00:00 PM,22.7,0.233
Osterman Beach,07/27/2015 04:00:00 PM,24.7,0.202
Ohio Street Beach,07/27/2015 04:00:00 PM,25,0.145
Calumet Beach,07/27/2015 06:00:00 PM,25.1,0.146
Montrose Beach,07/27/2015 06:00:00 PM,25,0.222
Osterman Beach,07/27/2015 06:00:00 PM,24.9,0.179
Ohio Street Beach,07/27/2015 06:00:00 PM,24.9,0.159
Calumet Beach,07/27/2015 09:00:00 PM,25.4,0.164
Montrose Beach,07/27/2015 09:00:00 PM,23.5,0.257
Osterman Beach,07/27/2015 09:00:00 PM,24.4,0.203
Ohio Street Beach,07/27/2015 09:00:00 PM,24.4,0.145
Calumet Beach,07/27/2015 10:00:00 PM,25.6,0.163
63rd Street Beach,07/27/2015 10:00:00 PM,26.1,0.214
Montrose Beach,07/27/2015 10:00:00 PM,23.6,0.294
Osterman Beach,07/27/2015 10:00:00 PM,24.2,0.238
Ohio Street Beach,07/27/2015 10:00:00 PM,24.1,0.151
Calumet Beach,07/27/2015 11:00:00 PM,25.1,0.164
63rd Street Beach,07/27/2015 11:00:00 PM,25.8,0.214
Montrose Beach,07/27/2015 11:00:00 PM,23.5,0.254
Osterman Beach,07/27/2015 11:00:00 PM,24,0.235
Ohio Street Beach,07/27/2015 11:00:00 PM,24,0.155
Calumet Beach,07/28/2015 06:00:00 AM,24.2,0.148
Calumet Beach,07/28/2015 12:00:00 AM,24.7,0.211
63rd Street Beach,07/28/2015 12:00:00 AM,24.6,0.215
Montrose Beach,07/28/2015 12:00:00 AM,24.1,0.283
Osterman Beach,07/28/2015 12:00:00 AM,23.9,0.241
Ohio Street Beach,07/28/2015 12:00:00 AM,23.6,0.14
Calumet Beach,07/28/2015 01:00:00 AM,24.6,0.223
63rd Street Beach,07/28/2015 01:00:00 AM,24.2,0.232
Montrose Beach,07/28/2015 01:00:00 AM,24,0.3
Osterman Beach,07/28/2015 01:00:00 AM,23.8,0.268
Ohio Street Beach,07/28/2015 01:00:00 AM,23.4,0.16
Calumet Beach,07/28/2015 02:00:00 AM,24.6,0.202
63rd Street Beach,07/28/2015 02:00:00 AM,24.1,0.224
Montrose Beach,07/28/2015 02:00:00 AM,23.6,0.301
Osterman Beach,07/28/2015 02:00:00 AM,23.6,0.257
Ohio Street Beach,07/28/2015 02:00:00 AM,23.3,0.149
Calumet Beach,06/17/2016 06:00:00 PM,20.3,0.161
Calumet Beach,07/28/2015 03:00:00 AM,24.5,0.172
63rd Street Beach,07/28/2015 03:00:00 AM,24,0.218
Montrose Beach,07/28/2015 03:00:00 AM,23.4,0.29
Osterman Beach,07/28/2015 03:00:00 AM,23.6,0.231
Ohio Street Beach,07/28/2015 03:00:00 AM,23.2,0.146
Calumet Beach,07/28/2015 04:00:00 AM,24.4,0.169
63rd Street Beach,07/28/2015 04:00:00 AM,23.9,0.196
Montrose Beach,07/28/2015 04:00:00 AM,23.3,0.266
Osterman Beach,07/28/2015 04:00:00 AM,23.4,0.228
Ohio Street Beach,07/28/2015 04:00:00 AM,23.1,0.132
Calumet Beach,07/28/2015 05:00:00 AM,24.3,0.16
63rd Street Beach,07/28/2015 05:00:00 AM,23.8,0.202
Montrose Beach,07/28/2015 05:00:00 AM,23.3,0.255
Osterman Beach,07/28/2015 05:00:00 AM,23.4,0.194
Ohio Street Beach,07/28/2015 05:00:00 AM,23,0.126
Montrose Beach,06/17/2016 06:00:00 PM,19.4,0.305
Ohio Street Beach,06/17/2016 06:00:00 PM,21,0.204
Calumet Beach,07/25/2016 12:00:00 PM,20.5,0.194
Montrose Beach,07/25/2016 12:00:00 PM,17.7,0.133
Calumet Beach,07/25/2016 01:00:00 PM,22.5,0.184
Montrose Beach,07/25/2016 01:00:00 PM,18.9,0.155
Ohio Street Beach,07/25/2016 01:00:00 PM,24.4,0.018
Calumet Beach,07/25/2016 02:00:00 PM,23.9,0.17
Montrose Beach,07/25/2016 02:00:00 PM,19.6,0.155
Ohio Street Beach,07/25/2016 02:00:00 PM,24.4,0.015
Calumet Beach,07/25/2016 03:00:00 PM,23.7,0.159
Montrose Beach,07/25/2016 03:00:00 PM,19.4,0.173
Ohio Street Beach,07/25/2016 03:00:00 PM,24.9,0.014
Calumet Beach,07/25/2016 04:00:00 PM,23.3,0.153
Montrose Beach,07/25/2016 04:00:00 PM,18.7,0.174
Ohio Street Beach,07/25/2016 04:00:00 PM,25.3,0.013
Calumet Beach,07/25/2016 05:00:00 PM,23.8,0.141
Montrose Beach,07/25/2016 05:00:00 PM,18.8,0.153
Ohio Street Beach,07/25/2016 05:00:00 PM,25.5,0.013
Calumet Beach,07/25/2016 06:00:00 PM,24,0.142
Montrose Beach,07/25/2016 06:00:00 PM,18.4,0.154
Ohio Street Beach,07/25/2016 06:00:00 PM,25.3,0.015
Calumet Beach,07/25/2016 07:00:00 PM,23.6,0.15
Montrose Beach,07/25/2016 07:00:00 PM,17.8,0.144
Ohio Street Beach,07/25/2016 07:00:00 PM,24.9,0.014
Calumet Beach,07/25/2016 09:00:00 PM,23,0.132
Montrose Beach,07/25/2016 09:00:00 PM,17.8,0.13
Ohio Street Beach,07/25/2016 09:00:00 PM,25.2,0.014
Ohio Street Beach,07/26/2016 12:00:00 AM,25.3,0.014
Calumet Beach,07/26/2016 01:00:00 AM,22.2,0.118
Montrose Beach,07/26/2016 01:00:00 AM,18.3,0.129
Ohio Street Beach,07/26/2016 01:00:00 AM,25.3,0.015
63rd Street Beach,07/28/2015 06:00:00 AM,23.7,0.172
Montrose Beach,07/28/2015 06:00:00 AM,23.1,0.241
Osterman Beach,07/28/2015 06:00:00 AM,23.2,0.184
Ohio Street Beach,07/28/2015 06:00:00 AM,22.8,0.121
Calumet Beach,06/17/2016 07:00:00 PM,20.1,0.157
Montrose Beach,06/17/2016 07:00:00 PM,19.4,0.297
Ohio Street Beach,06/17/2016 07:00:00 PM,20.9,0.205
Calumet Beach,06/17/2016 08:00:00 PM,20,0.157
Montrose Beach,06/17/2016 08:00:00 PM,19.3,0.272
Ohio Street Beach,06/17/2016 08:00:00 PM,20,0.181
Calumet Beach,06/17/2016 09:00:00 PM,19.9,0.145
Montrose Beach,06/17/2016 09:00:00 PM,19.2,0.252
Ohio Street Beach,06/17/2016 09:00:00 PM,20.7,0.192
Calumet Beach,06/17/2016 10:00:00 PM,20.4,0.146
Montrose Beach,06/17/2016 10:00:00 PM,19.1,0.259
Ohio Street Beach,06/17/2016 10:00:00 PM,20.4,0.168
Calumet Beach,06/18/2016 12:00:00 AM,19.8,0.138
Montrose Beach,06/18/2016 12:00:00 AM,19,0.244
Ohio Street Beach,06/18/2016 12:00:00 AM,20,0.163
Calumet Beach,06/18/2016 01:00:00 AM,19.7,0.129
Montrose Beach,06/18/2016 01:00:00 AM,18.9,0.233
Ohio Street Beach,06/18/2016 01:00:00 AM,19.8,0.144
Calumet Beach,06/18/2016 02:00:00 AM,19.6,0.128
Montrose Beach,06/18/2016 02:00:00 AM,18.8,0.233
Ohio Street Beach,06/18/2016 02:00:00 AM,19.6,0.156
Calumet Beach,06/18/2016 03:00:00 AM,19.5,0.128
Montrose Beach,06/18/2016 03:00:00 AM,18.8,0.23
Ohio Street Beach,06/18/2016 03:00:00 AM,19.5,0.137
Calumet Beach,06/18/2016 04:00:00 AM,19.3,0.117
Montrose Beach,06/18/2016 04:00:00 AM,18.7,0.214
Ohio Street Beach,06/18/2016 04:00:00 AM,19.3,0.138
Calumet Beach,06/18/2016 05:00:00 AM,19.2,0.118
Montrose Beach,06/18/2016 05:00:00 AM,18.7,0.196
Ohio Street Beach,06/18/2016 05:00:00 AM,19.2,0.128
Calumet Beach,07/28/2015 07:00:00 AM,24.2,0.14
63rd Street Beach,07/28/2015 07:00:00 AM,23.6,0.164
Montrose Beach,07/28/2015 07:00:00 AM,23.1,0.241
Osterman Beach,07/28/2015 07:00:00 AM,23.2,0.176
Ohio Street Beach,07/28/2015 07:00:00 AM,22.8,0.118
Calumet Beach,06/18/2016 06:00:00 AM,19.1,0.113
Calumet Beach,07/28/2015 08:00:00 AM,24.2,0.138
63rd Street Beach,07/28/2015 08:00:00 AM,23.6,0.151
Montrose Beach,07/28/2015 08:00:00 AM,23.1,0.24
Osterman Beach,07/28/2015 08:00:00 AM,23.2,0.168
Ohio Street Beach,07/28/2015 08:00:00 AM,22.8,0.138
Calumet Beach,07/28/2015 09:00:00 AM,24.3,0.139
63rd Street Beach,07/28/2015 09:00:00 AM,23.8,0.139
Montrose Beach,07/28/2015 09:00:00 AM,23.3,0.22
Osterman Beach,07/28/2015 09:00:00 AM,23.4,0.156
Ohio Street Beach,07/28/2015 09:00:00 AM,23.1,0.137
