Beach Name,Measurement Timestamp,Water Temperature,Wave Height
Montrose Beach,08/30/2013 08:00:00 AM,20.3,0.08
Ohio Street Beach,05/26/2016 01:00:00 PM,14.4,0.111
Calumet Beach,9/3/2013 16:00,23.2,0.174
Calumet Beach,05/28/2014 12:00:00 PM,16.2,0.147
Montrose Beach,05/28/2014 12:00:00 PM,14.4,0.298
Montrose Beach,05/28/2014 01:00:00 PM,14.5,0.306
Calumet Beach,05/28/2014 01:00:00 PM,16.3,0.162
Montrose Beach,05/28/2014 02:00:00 PM,14.8,0.328
Calumet Beach,05/28/2014 02:00:00 PM,16.5,0.185
Calumet Beach,05/28/2014 03:00:00 PM,16.8,0.196
Montrose Beach,05/28/2014 03:00:00 PM,14.5,0.328
Calumet Beach,05/28/2014 04:00:00 PM,17.1,0.194
Montrose Beach,05/28/2014 04:00:00 PM,14.4,0.341
Calumet Beach,05/28/2014 05:00:00 PM,17.2,0.203
Montrose Beach,05/28/2014 05:00:00 PM,14.1,0.34
Montrose Beach,05/28/2014 06:00:00 PM,14.2,0.356
Calumet Beach,05/28/2014 06:00:00 PM,17.1,0.188
Calumet Beach,05/28/2014 07:00:00 PM,17,0.194
Montrose Beach,05/28/2014 07:00:00 PM,14.2,0.346
Montrose Beach,05/28/2014 08:00:00 PM,14.4,0.38
Calumet Beach,05/28/2014 08:00:00 PM,17,0.196
Montrose Beach,05/28/2014 09:00:00 PM,14.5,0.361
Calumet Beach,05/28/2014 09:00:00 PM,16.8,0.181
Montrose Beach,05/28/2014 10:00:00 PM,14.5,0.345
Calumet Beach,05/28/2014 10:00:00 PM,16.7,0.18
Montrose Beach,05/28/2014 11:00:00 PM,14.3,0.331
Calumet Beach,05/28/2014 11:00:00 PM,16.5,0.177
Calumet Beach,05/29/2014 01:00:00 AM,16.3,0.159
Montrose Beach,05/29/2014 01:00:00 AM,14.2,0.305
Montrose Beach,05/29/2014 02:00:00 AM,14.2,0.321
Calumet Beach,05/29/2014 02:00:00 AM,16.2,0.154
Calumet Beach,05/29/2014 03:00:00 AM,16.1,0.163
Montrose Beach,05/29/2014 03:00:00 AM,14.1,0.285
Calumet Beach,05/29/2014 04:00:00 AM,16.1,0.156
Montrose Beach,05/29/2014 04:00:00 AM,14.1,0.306
Montrose Beach,05/29/2014 05:00:00 AM,14,0.282
Calumet Beach,05/29/2014 05:00:00 AM,15.9,0.158
Calumet Beach,05/29/2014 06:00:00 AM,15.9,0.151
Montrose Beach,05/29/2014 06:00:00 AM,13.8,0.248
Montrose Beach,05/29/2014 07:00:00 AM,13.8,0.235
Calumet Beach,05/29/2014 07:00:00 AM,15.9,0.148
Montrose Beach,05/29/2014 08:00:00 AM,13.9,0.244
Calumet Beach,05/29/2014 08:00:00 AM,15.8,0.146
Calumet Beach,05/29/2014 09:00:00 AM,15.9,0.125
Montrose Beach,05/29/2014 09:00:00 AM,13.9,0.292
Montrose Beach,05/29/2014 10:00:00 AM,14.1,0.277
Calumet Beach,05/29/2014 10:00:00 AM,16,0.129
Calumet Beach,05/29/2014 11:00:00 AM,16.2,0.141
Montrose Beach,05/29/2014 11:00:00 AM,14.3,0.286
Calumet Beach,05/29/2014 12:00:00 PM,16.4,0.144
Montrose Beach,05/29/2014 12:00:00 PM,14.6,0.301
Montrose Beach,05/29/2014 01:00:00 PM,14.8,0.282
Calumet Beach,05/29/2014 01:00:00 PM,16.6,0.154
Calumet Beach,05/29/2014 02:00:00 PM,16.7,0.159
Montrose Beach,05/29/2014 02:00:00 PM,14.9,0.319
Montrose Beach,05/29/2014 03:00:00 PM,15.1,0.296
Calumet Beach,05/29/2014 03:00:00 PM,16.9,0.164
Calumet Beach,05/29/2014 04:00:00 PM,16.9,0.17
Montrose Beach,05/29/2014 04:00:00 PM,15.2,0.313
Montrose Beach,05/29/2014 05:00:00 PM,15.5,0.288
Calumet Beach,05/29/2014 05:00:00 PM,16.8,0.168
Calumet Beach,05/29/2014 06:00:00 PM,16.9,0.179
Montrose Beach,05/29/2014 06:00:00 PM,15.3,0.298
Montrose Beach,05/29/2014 07:00:00 PM,15.5,0.287
Calumet Beach,05/29/2014 07:00:00 PM,16.8,0.175
Montrose Beach,05/29/2014 08:00:00 PM,15.3,0.298
Calumet Beach,05/29/2014 08:00:00 PM,16.7,0.182
Montrose Beach,05/29/2014 09:00:00 PM,15.4,0.286
Calumet Beach,05/29/2014 09:00:00 PM,16.8,0.189
Montrose Beach,05/29/2014 10:00:00 PM,15.2,0.266
Calumet Beach,05/29/2014 10:00:00 PM,16.9,0.177
Calumet Beach,05/29/2014 11:00:00 PM,16.8,0.194
Montrose Beach,05/29/2014 11:00:00 PM,15.2,0.262
Calumet Beach,05/30/2014 12:00:00 AM,16.6,0.21
Montrose Beach,05/30/2014 12:00:00 AM,15.2,0.234
Calumet Beach,05/30/2014 01:00:00 AM,16.4,0.176
Montrose Beach,05/30/2014 01:00:00 AM,15,0.26
Montrose Beach,05/30/2014 02:00:00 AM,15,0.26
Calumet Beach,05/30/2014 02:00:00 AM,16.4,0.193
Calumet Beach,05/30/2014 03:00:00 AM,16.3,0.176
Montrose Beach,05/30/2014 03:00:00 AM,14.9,0.261
Montrose Beach,05/30/2014 04:00:00 AM,14.8,0.266
Calumet Beach,05/30/2014 04:00:00 AM,16.2,0.168
Calumet Beach,05/30/2014 05:00:00 AM,16.2,0.152
Montrose Beach,05/30/2014 05:00:00 AM,14.8,0.253
Montrose Beach,05/30/2014 06:00:00 AM,14.7,0.219
Calumet Beach,05/30/2014 06:00:00 AM,16.1,0.144
Calumet Beach,05/30/2014 07:00:00 AM,16.1,0.132
Montrose Beach,05/30/2014 07:00:00 AM,14.7,0.22
Calumet Beach,05/30/2014 08:00:00 AM,16.2,0.127
Montrose Beach,05/30/2014 08:00:00 AM,14.8,0.228
Montrose Beach,05/30/2014 09:00:00 AM,15,0.223
Calumet Beach,05/30/2014 09:00:00 AM,16.3,0.108
Montrose Beach,05/30/2014 10:00:00 AM,15.2,0.198
Calumet Beach,05/30/2014 10:00:00 AM,16.6,0.111
Calumet Beach,05/30/2014 11:00:00 AM,16.8,0.107
Montrose Beach,05/30/2014 11:00:00 AM,15.5,0.202
Montrose Beach,05/30/2014 12:00:00 PM,15.8,0.193
Calumet Beach,05/30/2014 12:00:00 PM,17.2,0.116
Calumet Beach,05/30/2014 01:00:00 PM,17.4,0.108
Montrose Beach,05/30/2014 01:00:00 PM,16.1,0.199
Montrose Beach,05/30/2014 02:00:00 PM,16.4,0.226
Calumet Beach,05/30/2014 02:00:00 PM,17.5,0.115
Calumet Beach,05/30/2014 03:00:00 PM,17.8,0.14
Montrose Beach,05/30/2014 03:00:00 PM,16.7,0.196
Montrose Beach,05/30/2014 04:00:00 PM,16.8,0.229
Calumet Beach,05/30/2014 04:00:00 PM,17.7,0.129
Montrose Beach,05/30/2014 05:00:00 PM,16.8,0.23
Calumet Beach,05/30/2014 05:00:00 PM,17.6,0.141
Calumet Beach,05/30/2014 06:00:00 PM,17.7,0.141
Montrose Beach,05/30/2014 06:00:00 PM,16.7,0.219
Montrose Beach,05/30/2014 07:00:00 PM,16.8,0.201
Calumet Beach,05/30/2014 07:00:00 PM,17.7,0.147
Montrose Beach,05/30/2014 08:00:00 PM,16.7,0.201
Calumet Beach,05/30/2014 08:00:00 PM,17.6,0.163
Montrose Beach,05/30/2014 09:00:00 PM,16.7,0.178
Calumet Beach,05/30/2014 09:00:00 PM,17.8,0.157
Calumet Beach,05/30/2014 10:00:00 PM,17.8,0.144
Montrose Beach,05/30/2014 10:00:00 PM,16.5,0.16
Calumet Beach,05/30/2014 11:00:00 PM,17.6,0.155
Montrose Beach,05/30/2014 11:00:00 PM,16.5,0.182
Montrose Beach,05/31/2014 12:00:00 AM,16.5,0.168
Calumet Beach,05/31/2014 12:00:00 AM,17.2,0.144
Calumet Beach,05/31/2014 01:00:00 AM,17.1,0.132
Montrose Beach,05/31/2014 01:00:00 AM,16.4,0.152
Montrose Beach,05/31/2014 02:00:00 AM,16.3,0.144
Calumet Beach,05/31/2014 02:00:00 AM,17,0.137
Montrose Beach,05/31/2014 03:00:00 AM,16.2,0.147
Calumet Beach,05/31/2014 03:00:00 AM,16.8,0.136
Montrose Beach,05/31/2014 04:00:00 AM,16,0.166
Calumet Beach,05/31/2014 04:00:00 AM,16.8,0.133
Montrose Beach,05/31/2014 05:00:00 AM,16,0.161
Calumet Beach,05/31/2014 05:00:00 AM,16.7,0.134
Montrose Beach,05/31/2014 06:00:00 AM,15.9,0.163
Calumet Beach,05/31/2014 06:00:00 AM,17,0.127
Montrose Beach,05/31/2014 07:00:00 AM,16,0.147
Calumet Beach,05/31/2014 07:00:00 AM,16.8,0.118
Montrose Beach,05/31/2014 08:00:00 AM,16,0.138
Calumet Beach,05/31/2014 08:00:00 AM,17,0.113
Montrose Beach,05/31/2014 09:00:00 AM,16.2,0.145
Calumet Beach,05/31/2014 09:00:00 AM,17.1,0.1
Montrose Beach,05/31/2014 10:00:00 AM,16.5,0.144
Calumet Beach,05/31/2014 10:00:00 AM,17.4,0.097
Montrose Beach,05/31/2014 11:00:00 AM,16.8,0.158
Calumet Beach,05/31/2014 11:00:00 AM,17.8,0.096
Montrose Beach,05/31/2014 12:00:00 PM,17.3,0.131
Calumet Beach,05/31/2014 12:00:00 PM,18,0.109
Montrose Beach,05/31/2014 01:00:00 PM,17.6,0.15
Calumet Beach,05/31/2014 01:00:00 PM,18.4,0.106
Calumet Beach,05/31/2014 02:00:00 PM,19.2,0.115
Montrose Beach,05/31/2014 02:00:00 PM,19.2,0.156
Calumet Beach,05/31/2014 03:00:00 PM,19.3,0.11
Montrose Beach,05/31/2014 03:00:00 PM,19.7,0.158
Montrose Beach,05/31/2014 04:00:00 PM,20.1,0.215
Calumet Beach,05/31/2014 04:00:00 PM,19.8,0.166
Montrose Beach,05/31/2014 05:00:00 PM,19.4,0.243
Calumet Beach,05/31/2014 05:00:00 PM,20.3,0.158
Calumet Beach,05/31/2014 06:00:00 PM,21,0.226
Montrose Beach,05/31/2014 06:00:00 PM,18.4,0.218
Calumet Beach,05/31/2014 07:00:00 PM,20.6,0.18
Montrose Beach,05/31/2014 07:00:00 PM,19.5,0.205
Calumet Beach,05/31/2014 08:00:00 PM,20.4,0.156
Montrose Beach,05/31/2014 08:00:00 PM,18.1,0.211
Montrose Beach,05/31/2014 09:00:00 PM,17.7,0.22
Calumet Beach,05/31/2014 09:00:00 PM,20.3,0.178
Calumet Beach,05/31/2014 10:00:00 PM,19.6,0.177
Montrose Beach,05/31/2014 10:00:00 PM,17,0.2
Calumet Beach,05/31/2014 11:00:00 PM,19.2,0.163
Montrose Beach,05/31/2014 11:00:00 PM,16.7,0.204
Calumet Beach,6/1/2014 0:00,19.3,0.173
Montrose Beach,6/1/2014 0:00,16.3,0.194
Calumet Beach,6/1/2014 1:00,19.1,0.16
Montrose Beach,6/1/2014 1:00,16.2,0.191
Montrose Beach,6/1/2014 2:00,16,0.192
Calumet Beach,6/1/2014 2:00,18.6,0.17
Calumet Beach,6/1/2014 3:00,18.2,0.183
Montrose Beach,6/1/2014 3:00,15.7,0.186
Montrose Beach,6/1/2014 4:00,15.4,0.176
Calumet Beach,6/1/2014 4:00,17.9,0.17
Calumet Beach,6/1/2014 5:00,17.8,0.174
Montrose Beach,6/1/2014 5:00,15.3,0.162
Calumet Beach,6/1/2014 6:00,17.7,0.172
Montrose Beach,6/1/2014 6:00,15.1,0.154
Calumet Beach,6/1/2014 7:00,17.7,0.169
Montrose Beach,6/1/2014 7:00,15.1,0.152
Calumet Beach,6/1/2014 8:00,17.8,0.168
Montrose Beach,6/1/2014 8:00,15.2,0.151
Calumet Beach,6/1/2014 9:00,18,0.151
Montrose Beach,6/1/2014 9:00,15.3,0.16
Montrose Beach,6/1/2014 10:00,15.6,0.163
Calumet Beach,6/1/2014 10:00,18.2,0.127
Montrose Beach,6/1/2014 11:00,15.8,0.175
Calumet Beach,6/1/2014 11:00,18.2,0.126
Montrose Beach,6/1/2014 12:00,16,0.155
Calumet Beach,6/1/2014 12:00,18.5,0.123
Montrose Beach,6/1/2014 13:00,16.2,0.156
Calumet Beach,6/1/2014 13:00,18.8,0.117
Montrose Beach,6/1/2014 14:00,16.3,0.138
Calumet Beach,6/1/2014 14:00,18.9,0.119
Montrose Beach,6/1/2014 15:00,16.3,0.165
Calumet Beach,6/1/2014 15:00,18.8,0.113
Montrose Beach,6/1/2014 16:00,16.3,0.145
Calumet Beach,6/1/2014 16:00,19.1,0.122
Montrose Beach,6/1/2014 17:00,16.3,0.179
Calumet Beach,6/1/2014 17:00,19.2,0.115
Calumet Beach,6/1/2014 18:00,18.7,0.109
Montrose Beach,6/1/2014 18:00,16.4,0.12
Calumet Beach,6/1/2014 19:00,18.3,0.139
Montrose Beach,6/1/2014 19:00,16.2,0.123
Calumet Beach,6/1/2014 20:00,18.3,0.133
Montrose Beach,6/1/2014 20:00,16.1,0.106
Calumet Beach,6/1/2014 21:00,18.3,0.103
Montrose Beach,6/1/2014 21:00,16.2,0.116
Calumet Beach,6/1/2014 22:00,18.1,0.095
Montrose Beach,6/1/2014 22:00,16.3,0.111
Calumet Beach,6/1/2014 23:00,18.1,0.128
Montrose Beach,6/1/2014 23:00,16.4,0.107
Montrose Beach,6/2/2014 0:00,16.1,0.11
Calumet Beach,6/2/2014 0:00,18.1,0.136
Calumet Beach,6/2/2014 1:00,18,0.127
Montrose Beach,6/2/2014 1:00,16.2,0.105
Calumet Beach,6/2/2014 2:00,18,0.111
Montrose Beach,6/2/2014 2:00,16.1,0.105
Calumet Beach,6/2/2014 3:00,18,0.103
Montrose Beach,6/2/2014 3:00,16.2,0.098
Calumet Beach,6/2/2014 4:00,17.9,0.102
Montrose Beach,6/2/2014 4:00,16.3,0.108
Calumet Beach,6/2/2014 5:00,17.8,0.098
Montrose Beach,6/2/2014 5:00,16.3,0.101
Calumet Beach,6/2/2014 6:00,17.8,0.111
Montrose Beach,6/2/2014 6:00,16.4,0.099
Calumet Beach,6/2/2014 7:00,18,0.126
Montrose Beach,6/2/2014 7:00,16.4,0.098
Calumet Beach,6/2/2014 8:00,18.1,0.127
Montrose Beach,6/2/2014 8:00,16.1,0.095
Calumet Beach,6/2/2014 9:00,18.2,0.128
Montrose Beach,6/2/2014 9:00,16.2,0.106
Calumet Beach,6/2/2014 10:00,18.2,0.131
Montrose Beach,6/2/2014 10:00,16.6,0.118
Calumet Beach,6/2/2014 11:00,18.3,0.114
Montrose Beach,6/2/2014 11:00,16.5,0.118
Calumet Beach,6/2/2014 12:00,18.4,0.111
Montrose Beach,6/2/2014 12:00,16.8,0.122
Calumet Beach,6/2/2014 13:00,18.5,0.113
Montrose Beach,6/2/2014 13:00,17.7,0.113
Calumet Beach,6/2/2014 14:00,18.7,0.084
Montrose Beach,6/2/2014 14:00,17.9,0.102
Calumet Beach,6/2/2014 15:00,18.8,0.081
Montrose Beach,6/2/2014 15:00,17.4,0.106
Calumet Beach,6/2/2014 16:00,18.7,0.092
Montrose Beach,6/2/2014 16:00,17.3,0.103
Calumet Beach,6/2/2014 17:00,18.4,0.102
Montrose Beach,6/2/2014 17:00,17.3,0.101
Calumet Beach,6/2/2014 18:00,18.4,0.091
Montrose Beach,6/2/2014 18:00,17.2,0.116
Calumet Beach,6/2/2014 19:00,18.5,0.078
Montrose Beach,6/2/2014 19:00,17,0.106
Calumet Beach,6/2/2014 20:00,18.3,0.082
Montrose Beach,6/2/2014 20:00,16.8,0.123
Calumet Beach,6/2/2014 21:00,18.2,0.087
Montrose Beach,6/2/2014 21:00,16.9,0.106
Calumet Beach,6/2/2014 22:00,18.1,0.087
Montrose Beach,6/2/2014 22:00,16.8,0.099
Calumet Beach,6/2/2014 23:00,18,0.073
Montrose Beach,6/2/2014 23:00,16.5,0.097
Calumet Beach,6/3/2014 0:00,17.9,0.065
Montrose Beach,6/3/2014 0:00,16.3,0.096
Calumet Beach,6/3/2014 1:00,17.8,0.074
Montrose Beach,6/3/2014 1:00,16.1,0.092
Calumet Beach,6/3/2014 2:00,17.7,0.076
Montrose Beach,6/3/2014 2:00,16,0.087
Calumet Beach,6/3/2014 3:00,17.6,0.064
Montrose Beach,6/3/2014 3:00,16.1,0.083
Calumet Beach,6/3/2014 4:00,17.6,0.06
Montrose Beach,6/3/2014 4:00,15.8,0.082
Calumet Beach,6/3/2014 6:00,17.4,0.052
Calumet Beach,6/3/2014 5:00,17.5,0.062
Montrose Beach,6/3/2014 5:00,15.7,0.079
Ohio Street Beach,9/3/2013 3:00,21.9,0.241
Montrose Beach,6/3/2014 6:00,15.6,0.086
Calumet Beach,6/3/2014 7:00,17.4,0.073
Montrose Beach,6/3/2014 7:00,15.6,0.088
Calumet Beach,6/3/2014 8:00,17.6,0.071
Montrose Beach,6/3/2014 8:00,15.6,0.117
Calumet Beach,6/3/2014 10:00,17.9,0.094
Montrose Beach,6/3/2014 10:00,15.6,0.168
Calumet Beach,6/3/2014 11:00,18.2,0.096
Montrose Beach,6/3/2014 11:00,15.7,0.181
Calumet Beach,6/3/2014 12:00,18.4,0.115
Montrose Beach,6/3/2014 12:00,15.9,0.192
Calumet Beach,6/3/2014 13:00,18.6,0.119
Montrose Beach,6/3/2014 13:00,16.2,0.21
Calumet Beach,6/3/2014 14:00,18.6,0.124
Montrose Beach,6/3/2014 14:00,16.5,0.17
Calumet Beach,6/3/2014 15:00,19,0.117
Montrose Beach,6/3/2014 15:00,17,0.173
Calumet Beach,6/3/2014 16:00,20.5,0.131
Montrose Beach,6/3/2014 16:00,19.7,0.15
Calumet Beach,6/3/2014 17:00,20.3,0.124
Montrose Beach,6/3/2014 17:00,17.7,0.131
Calumet Beach,6/3/2014 18:00,19.8,0.122
Montrose Beach,6/3/2014 18:00,16.9,0.134
Calumet Beach,6/3/2014 19:00,20,0.114
Montrose Beach,6/3/2014 19:00,16.4,0.136
Calumet Beach,6/3/2014 20:00,20.2,0.104
Montrose Beach,6/3/2014 20:00,16.3,0.17
Calumet Beach,6/3/2014 21:00,20.2,0.117
Montrose Beach,6/3/2014 21:00,16.2,0.106
Calumet Beach,6/3/2014 22:00,20,0.092
Montrose Beach,6/3/2014 22:00,16.1,0.123
Calumet Beach,6/4/2014 7:00,18.6,0.207
Montrose Beach,6/4/2014 7:00,15.7,0.119
Calumet Beach,6/3/2014 23:00,19.9,0.103
Montrose Beach,6/3/2014 23:00,16,0.093
Calumet Beach,6/4/2014 0:00,19.7,0.094
Montrose Beach,6/4/2014 0:00,16,0.1
Calumet Beach,6/4/2014 1:00,19.4,0.092
Montrose Beach,6/4/2014 1:00,16,0.097
Calumet Beach,6/4/2014 2:00,19.2,0.107
Montrose Beach,6/4/2014 2:00,16,0.102
Calumet Beach,6/4/2014 3:00,19.1,0.129
Montrose Beach,6/4/2014 3:00,15.9,0.102
Calumet Beach,6/4/2014 4:00,19,0.128
Montrose Beach,6/4/2014 4:00,15.8,0.1
Calumet Beach,6/4/2014 5:00,18.9,0.155
Montrose Beach,6/4/2014 5:00,15.8,0.105
Calumet Beach,6/4/2014 6:00,18.9,0.144
Montrose Beach,6/4/2014 6:00,15.7,0.109
Calumet Beach,6/4/2014 8:00,18.5,0.235
Montrose Beach,6/4/2014 8:00,15.7,0.15
Calumet Beach,6/4/2014 9:00,18.5,0.216
Montrose Beach,6/4/2014 9:00,15.7,0.157
Calumet Beach,6/4/2014 10:00,18.4,0.2
Montrose Beach,6/4/2014 10:00,15.7,0.165
Calumet Beach,6/4/2014 11:00,18.4,0.245
Montrose Beach,6/4/2014 11:00,15.7,0.247
Calumet Beach,6/4/2014 12:00,18.4,0.262
Montrose Beach,6/4/2014 12:00,15.7,0.317
Calumet Beach,6/4/2014 13:00,18.4,0.285
Montrose Beach,6/4/2014 13:00,15.8,0.358
Calumet Beach,6/4/2014 14:00,18.4,0.27
Montrose Beach,6/4/2014 14:00,15.8,0.351
Calumet Beach,6/4/2014 15:00,18.3,0.271
Montrose Beach,6/4/2014 15:00,16,0.323
Calumet Beach,6/4/2014 17:00,18.4,0.236
Montrose Beach,6/4/2014 17:00,16.2,0.315
Calumet Beach,6/4/2014 18:00,18.6,0.234
Montrose Beach,6/4/2014 18:00,16.2,0.294
Calumet Beach,6/4/2014 19:00,18.6,0.22
Montrose Beach,6/4/2014 19:00,16.2,0.317
Calumet Beach,6/4/2014 20:00,18.6,0.193
Montrose Beach,6/4/2014 20:00,16.2,0.31
Calumet Beach,6/4/2014 21:00,18.4,0.195
Montrose Beach,6/4/2014 21:00,16.1,0.304
Calumet Beach,6/4/2014 22:00,18.3,0.207
Montrose Beach,6/4/2014 22:00,16.1,0.287
Calumet Beach,6/4/2014 23:00,18.2,0.215
Montrose Beach,6/4/2014 23:00,16.1,0.283
Calumet Beach,6/5/2014 0:00,18.1,0.221
Montrose Beach,6/5/2014 0:00,16,0.254
Calumet Beach,6/5/2014 1:00,18,0.204
Montrose Beach,6/5/2014 1:00,16,0.213
Calumet Beach,6/5/2014 2:00,18,0.205
Montrose Beach,6/5/2014 2:00,16,0.225
Calumet Beach,6/5/2014 3:00,17.9,0.192
Montrose Beach,6/5/2014 3:00,15.9,0.235
Calumet Beach,6/5/2014 4:00,17.8,0.176
Montrose Beach,6/5/2014 4:00,15.9,0.23
Calumet Beach,6/5/2014 5:00,17.8,0.169
Montrose Beach,6/5/2014 5:00,15.7,0.272
Calumet Beach,6/5/2014 6:00,17.7,0.155
Montrose Beach,6/5/2014 6:00,15.6,0.259
Calumet Beach,6/5/2014 7:00,17.7,0.164
Montrose Beach,6/5/2014 7:00,15.6,0.272
Calumet Beach,6/5/2014 8:00,17.7,0.159
Montrose Beach,6/5/2014 8:00,15.7,0.248
Calumet Beach,6/5/2014 9:00,17.9,0.162
Montrose Beach,6/5/2014 9:00,15.8,0.223
Calumet Beach,6/5/2014 10:00,18,0.155
Montrose Beach,6/5/2014 10:00,16.1,0.226
Calumet Beach,6/5/2014 11:00,18.3,0.159
Montrose Beach,6/5/2014 11:00,16.4,0.237
Calumet Beach,6/5/2014 12:00,18.5,0.156
Montrose Beach,6/5/2014 12:00,16.8,0.22
Calumet Beach,6/5/2014 13:00,18.7,0.144
Montrose Beach,6/5/2014 13:00,17.1,0.198
Calumet Beach,6/5/2014 14:00,19.2,0.149
Montrose Beach,6/5/2014 14:00,17.5,0.194
Ohio Street Beach,6/5/2014 12:00,16.9,0.159
Calumet Beach,6/5/2014 15:00,19.5,0.138
Montrose Beach,6/5/2014 15:00,17.9,0.177
Calumet Beach,6/5/2014 16:00,19.6,0.131
Montrose Beach,6/5/2014 16:00,19.3,0.175
Calumet Beach,6/5/2014 17:00,19.7,0.129
Montrose Beach,6/5/2014 17:00,19.7,0.167
Calumet Beach,6/5/2014 18:00,19.6,0.126
Montrose Beach,6/5/2014 18:00,20,0.159
Calumet Beach,6/5/2014 19:00,19.5,0.142
Montrose Beach,6/5/2014 19:00,19.5,0.17
Calumet Beach,6/5/2014 20:00,19.4,0.127
Montrose Beach,6/5/2014 20:00,18.9,0.163
Calumet Beach,6/5/2014 21:00,19.3,0.126
Montrose Beach,6/5/2014 21:00,19.1,0.137
Calumet Beach,6/5/2014 22:00,19.6,0.118
Montrose Beach,6/5/2014 22:00,18.9,0.134
Calumet Beach,6/5/2014 23:00,19.5,0.119
Montrose Beach,6/5/2014 23:00,18,0.122
Calumet Beach,6/6/2014 0:00,19.3,0.123
Montrose Beach,6/6/2014 0:00,17.6,0.118
Calumet Beach,6/6/2014 2:00,18.9,0.101
Calumet Beach,6/6/2014 1:00,19,0.113
Montrose Beach,6/6/2014 1:00,17.5,0.119
Montrose Beach,6/6/2014 2:00,17.3,0.125
Calumet Beach,6/6/2014 3:00,18.7,0.094
Montrose Beach,6/6/2014 3:00,16.9,0.103
Calumet Beach,6/6/2014 4:00,18.5,0.089
Montrose Beach,6/6/2014 4:00,16.8,0.104
Calumet Beach,6/6/2014 5:00,18.4,0.086
Montrose Beach,6/6/2014 5:00,16.7,0.094
Calumet Beach,6/6/2014 6:00,18.3,0.091
Montrose Beach,6/6/2014 6:00,16.7,0.092
Calumet Beach,6/6/2014 7:00,18.4,0.078
Montrose Beach,6/6/2014 7:00,16.7,0.088
Calumet Beach,6/6/2014 8:00,18.5,0.075
Montrose Beach,6/6/2014 8:00,16.8,0.081
Calumet Beach,6/6/2014 9:00,18.7,0.084
Montrose Beach,6/6/2014 9:00,16.9,0.091
Calumet Beach,6/6/2014 10:00,18.9,0.081
Montrose Beach,6/6/2014 10:00,17.1,0.087
Calumet Beach,6/6/2014 11:00,19.2,0.072
Montrose Beach,6/6/2014 11:00,17.4,0.097
Calumet Beach,6/6/2014 12:00,19.6,0.08
Montrose Beach,6/6/2014 12:00,17.6,0.124
Calumet Beach,6/6/2014 13:00,19.7,0.12
Montrose Beach,6/6/2014 13:00,17.8,0.152
Calumet Beach,6/6/2014 14:00,20.3,0.141
Montrose Beach,6/6/2014 14:00,18,0.117
Calumet Beach,6/6/2014 15:00,20.6,0.128
Montrose Beach,6/6/2014 15:00,18.9,0.112
Calumet Beach,6/6/2014 16:00,21,0.119
Montrose Beach,6/6/2014 16:00,19.3,0.097
Ohio Street Beach,6/6/2014 14:00,18.8,0.135
Calumet Beach,6/6/2014 17:00,21,0.11
Montrose Beach,6/6/2014 17:00,19.4,0.102
Ohio Street Beach,6/6/2014 17:00,19.8,0.162
Calumet Beach,6/6/2014 18:00,21,0.141
Montrose Beach,6/6/2014 18:00,18.8,0.129
Ohio Street Beach,6/6/2014 18:00,19.7,0.13
Calumet Beach,6/6/2014 19:00,21.3,0.142
Montrose Beach,6/6/2014 19:00,19.3,0.155
Ohio Street Beach,6/6/2014 19:00,19.2,0.137
Calumet Beach,6/6/2014 20:00,21.4,0.154
Montrose Beach,6/6/2014 20:00,18.4,0.166
Ohio Street Beach,6/6/2014 20:00,18.7,0.147
Calumet Beach,6/6/2014 21:00,21.2,0.16
Montrose Beach,6/6/2014 21:00,17.9,0.158
Ohio Street Beach,6/6/2014 21:00,18.1,0.144
Calumet Beach,6/6/2014 22:00,20.7,0.166
Montrose Beach,6/6/2014 22:00,17.2,0.14
Ohio Street Beach,6/6/2014 22:00,17.3,0.133
Calumet Beach,6/6/2014 23:00,20.4,0.153
Montrose Beach,6/6/2014 23:00,16.8,0.132
Ohio Street Beach,6/6/2014 23:00,17.1,0.119
Calumet Beach,6/7/2014 0:00,20.5,0.139
Montrose Beach,6/7/2014 0:00,16.4,0.123
Ohio Street Beach,6/7/2014 0:00,16.8,0.127
Calumet Beach,6/7/2014 1:00,20.2,0.138
Montrose Beach,6/7/2014 1:00,16.3,0.114
Ohio Street Beach,6/7/2014 1:00,16.6,0.104
Calumet Beach,6/7/2014 2:00,19.8,0.111
Montrose Beach,6/7/2014 2:00,16.2,0.121
Ohio Street Beach,6/7/2014 2:00,16.6,0.089
Calumet Beach,6/7/2014 3:00,19.6,0.109
Montrose Beach,6/7/2014 3:00,16.2,0.104
Ohio Street Beach,6/7/2014 3:00,16.6,0.087
Calumet Beach,6/7/2014 13:00,20.6,0.148
Montrose Beach,6/7/2014 13:00,17,0.141
Ohio Street Beach,6/7/2014 13:00,17.6,0.175
Calumet Beach,6/7/2014 4:00,19.4,0.098
Montrose Beach,6/7/2014 4:00,16.3,0.091
Ohio Street Beach,6/7/2014 4:00,16.6,0.08
Calumet Beach,6/7/2014 9:00,19.4,0.085
Montrose Beach,6/7/2014 9:00,16.5,0.084
Ohio Street Beach,6/7/2014 9:00,17,0.078
Calumet Beach,6/8/2014 18:00,19.6,0.254
Montrose Beach,6/8/2014 18:00,15.5,0.436
Ohio Street Beach,6/8/2014 18:00,16.8,0.36
Calumet Beach,6/7/2014 5:00,19.3,0.096
